Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,예측답,정답여부,모델응답,question_duration,question_emissions_g,question_emissions_rate,question_energy_wh,question_energy_consumed,question_cpu_energy_wh,question_cpu_energy,question_gpu_energy_wh,question_gpu_energy,question_ram_energy_wh,question_ram_energy,question_cpu_emissions_g,question_gpu_emissions_g,question_ram_emissions_g,total_emissions_g,total_emissions,total_emissions_rate,total_energy_wh,total_energy_consumed,total_cpu_energy_wh,total_cpu_energy,total_gpu_energy_wh,total_gpu_energy,total_ram_energy_wh,total_ram_energy,total_cpu_emissions_g,total_gpu_emissions_g,total_ram_emissions_g,cpu_power,gpu_power,ram_power,carbon_intensity,country_name,country_iso_code,region,cloud_provider,cloud_region,timestamp,duration,tracking_mode,on_cloud,pue,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,python_version,os,codecarbon_version,제외 여부,법령 이름,문제번호,프롬프트
산업안전기사,2009,3,화학설비위험방지기술,91,다음 중 위험물의 취급에 관한 설명으로 틀린 것은?,text_only,,모든 폭발성 물질은 석유류에 침지시켜 보관해야 한다.,압력이 높을수록 인화성 물질의 발화지연이 짧아진다.,가스 누설의 우려가 있는 장소에서의 점화원의 철저한 관리가 필요하다.,도전성이 나쁜 액체는 접지를 통한 정전기 방전 조치를 취한다.,1,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,3.33,132,2,134,0.0,1,True,1,3.3276,0.057721,3.3e-08,0.1252,0.0001252,0.0393,3.93e-05,0.0508,5.08e-05,0.0351,3.51e-05,0.019848,0.025687,0.017739,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,91,"문제: 다음 중 위험물의 취급에 관한 설명으로 틀린 것은?

선택지:
1. 모든 폭발성 물질은 석유류에 침지시켜 보관해야 한다.
2. 압력이 높을수록 인화성 물질의 발화지연이 짧아진다.
3. 가스 누설의 우려가 있는 장소에서의 점화원의 철저한 관리가 필요하다.
4. 도전성이 나쁜 액체는 접지를 통한 정전기 방전 조치를 취한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,1,안전관리론,2,종업원 1000명이 근무하는 S 사업장의 강도율이 0.40이었다. 이 사업장에서 연간 재해발생으로 인한 근로손실일 수는 총 몇일인가?,text_only,,480,720,960,1440,3,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,3.86,114,9,123,0.0,0,False,강도율은 다음과 같이 계산,3.857,0.066904,3.8e-08,0.1452,0.0001452,0.0455,4.55e-05,0.0589,5.89e-05,0.0407,4.07e-05,0.023006,0.029773,0.020561,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,92,"문제: 종업원 1000명이 근무하는 S 사업장의 강도율이 0.40이었다. 이 사업장에서 연간 재해발생으로 인한 근로손실일 수는 총 몇일인가?

선택지:
1. 480
2. 720
3. 960
4. 1440

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,1,인간공학 및 시스템안전공학,33,결함수분석법에서 특정 조합의 기본사상들이 모두 결함으로 발생하였을 때 시스템의 고장사상을 일으키는 기본사상의 집합을 무엇이라 하는가?,text_only,,Cut sets,Path sets,Minimal cut set,Minimal path sets,1,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,2.77,100,2,102,0.0,3,False,3,2.7719,0.048082,2.7e-08,0.1043,0.0001043,0.0327,3.27e-05,0.0424,4.24e-05,0.0292,2.92e-05,0.016534,0.021397,0.014776,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,93,"문제: 결함수분석법에서 특정 조합의 기본사상들이 모두 결함으로 발생하였을 때 시스템의 고장사상을 일으키는 기본사상의 집합을 무엇이라 하는가?

선택지:
1. Cut sets
2. Path sets
3. Minimal cut set
4. Minimal path sets

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,1,기계위험방지기술,56,아세틸렌 충전작업 중 고려해야 할 안전사항으로 틀린 것은?,text_only,,"충전은 서서히 하며, 여러 회로 나누지 않고 1회에 끝내야 한다.",충전 중의 압력은 온도에 관계없이 25kgf/cm² 이하로 한다.,충전 후의 압력은 15℃에서 15.5kgf/cm² 이하로 한다.,충전 후 24시간동안 정치한다.,1,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,4.67,146,2,148,0.0,1,True,1,4.6724,0.081048,4.6e-08,0.1759,0.0001759,0.0552,5.52e-05,0.0714,7.14e-05,0.0493,4.93e-05,0.027869,0.036067,0.024907,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,94,"문제: 아세틸렌 충전작업 중 고려해야 할 안전사항으로 틀린 것은?

선택지:
1. 충전은 서서히 하며, 여러 회로 나누지 않고 1회에 끝내야 한다.
2. 충전 중의 압력은 온도에 관계없이 25kgf/cm² 이하로 한다.
3. 충전 후의 압력은 15℃에서 15.5kgf/cm² 이하로 한다.
4. 충전 후 24시간동안 정치한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,1,전기위험방지기술,75,접지 목적에 따른 접지종류와 접지공사법 모두 맞는 것은?,text_only,O,"계통접지 - 고압전로와 저압전로가 혼촉되는 특별한 경우의 감전이나 화재방지, 제1종 접지공사","기기접지 - 누전되고 있는 기기에 접촉되었을 때의 감전방지, 제2종 접지공사","피뢰기 접지 - 낙뇌로부터 전기 기기의 손상을 방지, 10Ω 이하인 특별 3종 접지공사","등전위 접지 - 병원에 있어서 의료기기 사용 시의 안전을 꾀하기 위함, 0.1Ω 이하 접지공사",4,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,5.42,185,2,187,0.0,3,False,3,5.4237,0.094081,5.3e-08,0.2041,0.0002041,0.064,6.4e-05,0.0829,8.29e-05,0.0572,5.72e-05,0.032351,0.041868,0.028913,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,KEC,95,"문제: 접지 목적에 따른 접지종류와 접지공사법 모두 맞는 것은?

선택지:
1. 계통접지 - 고압전로와 저압전로가 혼촉되는 특별한 경우의 감전이나 화재방지, 제1종 접지공사
2. 기기접지 - 누전되고 있는 기기에 접촉되었을 때의 감전방지, 제2종 접지공사
3. 피뢰기 접지 - 낙뇌로부터 전기 기기의 손상을 방지, 10Ω 이하인 특별 3종 접지공사
4. 등전위 접지 - 병원에 있어서 의료기기 사용 시의 안전을 꾀하기 위함, 0.1Ω 이하 접지공사

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,1,화학설비위험방지기술,97,"처음 온도가 20℃ 인 공기를 절대압력 1기압에서 3기압으로 단열압축하면 최종온도는 약 몇 도인가? (단, 공기의 비열비 1.4 이다.)",text_only,,68℃,75℃,128℃,164℃,3,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,3.39,130,2,132,0.0,4,False,4,3.3897,0.058798,3.3e-08,0.1276,0.0001276,0.04,4e-05,0.0518,5.18e-05,0.0358,3.58e-05,0.020219,0.026166,0.01807,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,96,"문제: 처음 온도가 20℃ 인 공기를 절대압력 1기압에서 3기압으로 단열압축하면 최종온도는 약 몇 도인가? (단, 공기의 비열비 1.4 이다.)

선택지:
1. 68℃
2. 75℃
3. 128℃
4. 164℃

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,2,인간공학 및 시스템안전공학,18,다음 중 Off Job Training에 관한 설명으로 옳은 것은?,text_only,,개개인에게 적절한 지도훈련이 가능하다.,훈련에 필요한 업무의 계속성이 끊어지지 않는다.,각 직장의 근로자가 지식이나 경험을 교류할 수 있다.,직장의 실정에 맞게 실제적 훈련이 가능하다.,3,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,3.22,121,2,123,0.0,1,False,1,3.2161,0.055787,3.2e-08,0.121,0.000121,0.038,3.8e-05,0.0491,4.91e-05,0.0339,3.39e-05,0.019183,0.024826,0.017144,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,97,"문제: 다음 중 Off Job Training에 관한 설명으로 옳은 것은?

선택지:
1. 개개인에게 적절한 지도훈련이 가능하다.
2. 훈련에 필요한 업무의 계속성이 끊어지지 않는다.
3. 각 직장의 근로자가 지식이나 경험을 교류할 수 있다.
4. 직장의 실정에 맞게 실제적 훈련이 가능하다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,2,인간공학 및 시스템안전공학,25,다음 중 상황해석을 잘못하거나 틀린 목표를 착각하여 행하는 인간의 실수는?,text_only,,착오(Mistake),실수(Slip),건망증(Lapse),위반(Violation),1,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,2.51,97,2,99,0.0,1,True,1,2.5136,0.043601,2.5e-08,0.0946,9.46e-05,0.0297,2.97e-05,0.0384,3.84e-05,0.0265,2.65e-05,0.014993,0.019403,0.013399,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,98,"문제: 다음 중 상황해석을 잘못하거나 틀린 목표를 착각하여 행하는 인간의 실수는?

선택지:
1. 착오(Mistake)
2. 실수(Slip)
3. 건망증(Lapse)
4. 위반(Violation)

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,2,전기위험방지기술,80,"정전용량 C=20[?F], 방전시 전압 V=2[kV]일 때 정전 에너지[J]는 얼마인가?",text_only,,40,80,400,800,1,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,3.43,99,10,109,0.0,0,False,정전 에너지 \( E \)는 다음 공식,3.4288,0.059477,3.4e-08,0.1291,0.0001291,0.0405,4.05e-05,0.0524,5.24e-05,0.0362,3.62e-05,0.020452,0.026468,0.018278,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,99,"문제: 정전용량 C=20[?F], 방전시 전압 V=2[kV]일 때 정전 에너지[J]는 얼마인가?

선택지:
1. 40
2. 80
3. 400
4. 800

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,2,화학설비위험방지기술,89,다음 중 소화약제로 사용되는 이산화탄소에 관한 설명으로 틀린 것은?,text_only,,사용 후에 오염의 영향이 거의 없다.,장시간 저장하여도 변화가 없다.,"보통 일반화재에 주로 사용되며, 억제소화효과를 이용한다.",자체 증기압이 높으므로 자체 압력으로도 방사가 가능하다.,3,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,3.25,123,2,125,0.0,3,True,3,3.2502,0.056379,3.2e-08,0.1223,0.0001223,0.0384,3.84e-05,0.0497,4.97e-05,0.0343,3.43e-05,0.019387,0.025089,0.017326,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,100,"문제: 다음 중 소화약제로 사용되는 이산화탄소에 관한 설명으로 틀린 것은?

선택지:
1. 사용 후에 오염의 영향이 거의 없다.
2. 장시간 저장하여도 변화가 없다.
3. 보통 일반화재에 주로 사용되며, 억제소화효과를 이용한다.
4. 자체 증기압이 높으므로 자체 압력으로도 방사가 가능하다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,2,건설안전기술,99,"대기압하의 직경이 2m인 물탱크에 탱크 바닥에서부터 2m 높이까지의 물이 들어있다. 이 탱크의 바닥에서 0.5m 위 지점에 직경이 1cm인 작은 구멍이 나서 물이 새어 나오고 있다. 구멍의 위치까지 물이 모두 새어나오는데 필요한 시간은 약 얼마인가? (단, 탱크의 대기압은 0 이며, 배출계수는 0.61로 한다.)",text_only,,2.0 시간,5.6 시간,11.6 시간,16.1 시간,3,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,5.35,181,2,183,0.0,3,True,3,5.3451,0.092718,5.2e-08,0.2012,0.0002012,0.0631,6.31e-05,0.0817,8.17e-05,0.0564,5.64e-05,0.031882,0.041261,0.028494,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,101,"문제: 대기압하의 직경이 2m인 물탱크에 탱크 바닥에서부터 2m 높이까지의 물이 들어있다. 이 탱크의 바닥에서 0.5m 위 지점에 직경이 1cm인 작은 구멍이 나서 물이 새어 나오고 있다. 구멍의 위치까지 물이 모두 새어나오는데 필요한 시간은 약 얼마인가? (단, 탱크의 대기압은 0 이며, 배출계수는 0.61로 한다.)

선택지:
1. 2.0 시간
2. 5.6 시간
3. 11.6 시간
4. 16.1 시간

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,2,건설안전기술,104,건설공사 중 물체의 낙하 또는 비래에 의하여 재해가 발생할 위험이 있을 때 이에 대한 방지대책으로 가장 거리가 먼 것은?,text_only,,낙하물 방지망 또는 방호선반을 설치한다.,출입금지구역을 설정하여 출입통제를 한다.,안전난간을 설치한다.,보호구를 착용하고 작업하도록 한다.,3,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,3.33,130,2,132,0.0,4,False,4,3.3306,0.057773,3.3e-08,0.1254,0.0001254,0.0393,3.93e-05,0.0509,5.09e-05,0.0351,3.51e-05,0.019866,0.02571,0.017755,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,102,"문제: 건설공사 중 물체의 낙하 또는 비래에 의하여 재해가 발생할 위험이 있을 때 이에 대한 방지대책으로 가장 거리가 먼 것은?

선택지:
1. 낙하물 방지망 또는 방호선반을 설치한다.
2. 출입금지구역을 설정하여 출입통제를 한다.
3. 안전난간을 설치한다.
4. 보호구를 착용하고 작업하도록 한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,3,안전관리론,6,학습이론 중 자극과 반응의 이론이라 볼 수 없는 것은?,text_only,,Kohler의 통찰성(Insight Theory),Thorndike의 시행착오설(Trial and Error Theory),Pavlov의 조건반사설(Classical Conditioning Theory),Skinner의 조작적 조건화설(Operant Conditioning Theory),1,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,2.51,119,2,121,0.0,1,True,1,2.5108,0.043552,2.5e-08,0.0945,9.45e-05,0.0296,2.96e-05,0.0384,3.84e-05,0.0265,2.65e-05,0.014976,0.019381,0.013384,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,103,"문제: 학습이론 중 자극과 반응의 이론이라 볼 수 없는 것은?

선택지:
1. Kohler의 통찰성(Insight Theory)
2. Thorndike의 시행착오설(Trial and Error Theory)
3. Pavlov의 조건반사설(Classical Conditioning Theory)
4. Skinner의 조작적 조건화설(Operant Conditioning Theory)

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,3,기계위험방지기술,52,연삭숫돌의 상부를 사용하는 것을 목적으로 하는 탁상용 연삭기의 안전덮개 노출각도로 다음 중 가장 적절한 것은?,text_only,,90° 이내,65° 이상,60° 이내,125° 이내,3,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,2.79,109,2,111,0.0,3,True,3,2.7928,0.048445,2.7e-08,0.1051,0.0001051,0.033,3.3e-05,0.0427,4.27e-05,0.0295,2.95e-05,0.016658,0.021559,0.014888,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,104,"문제: 연삭숫돌의 상부를 사용하는 것을 목적으로 하는 탁상용 연삭기의 안전덮개 노출각도로 다음 중 가장 적절한 것은?

선택지:
1. 90° 이내
2. 65° 이상
3. 60° 이내
4. 125° 이내

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,3,화학설비위험방지기술,92,"공기 중 아세톤의 농도가 200ppm(TVL500ppm), 메틸에틸케론(MEK)의 농도가 100ppm(TVL 200ppm)일 때 혼합물질의 허용농도는 약 몇 ppm 인가? (단, 두 물질은 서로 상가작용을 하는 것으로 가정한다.)",text_only,,150,200,270,333,4,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,3.81,151,2,153,0.0,3,False,3,3.8111,0.066107,3.7e-08,0.1434,0.0001434,0.045,4.5e-05,0.0582,5.82e-05,0.0402,4.02e-05,0.022732,0.029419,0.020316,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,105,"문제: 공기 중 아세톤의 농도가 200ppm(TVL500ppm), 메틸에틸케론(MEK)의 농도가 100ppm(TVL 200ppm)일 때 혼합물질의 허용농도는 약 몇 ppm 인가? (단, 두 물질은 서로 상가작용을 하는 것으로 가정한다.)

선택지:
1. 150
2. 200
3. 270
4. 333

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,3,건설안전기술,110,건립 중 강풍에 의한 풍압 등 외압에 대한 내력이 설계에 고려되었는지 확인하여야 하는 철골구조물이 아닌 것은?,text_only,*,높이 20m 이상인 구조물,폭과 높이의 비가 1:4 이상인 구조물,연면적 당 철골량이 50kg/m² 이상인 구조물,이음부가 현장용접인 구조물,3,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,4.24,134,2,136,0.0,3,True,3,4.2441,0.073618,4.2e-08,0.1597,0.0001597,0.0501,5.01e-05,0.0648,6.48e-05,0.0448,4.48e-05,0.025315,0.032761,0.022624,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,,106,"문제: 건립 중 강풍에 의한 풍압 등 외압에 대한 내력이 설계에 고려되었는지 확인하여야 하는 철골구조물이 아닌 것은?

선택지:
1. 높이 20m 이상인 구조물
2. 폭과 높이의 비가 1:4 이상인 구조물
3. 연면적 당 철골량이 50kg/m² 이상인 구조물
4. 이음부가 현장용접인 구조물

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
산업안전기사,2010,3,건설안전기술,112,말비계를 조립하여 사용할 때의 준수사항으로 옳지 않은 것은?,text_only,O,지주부재의 하단에는 미끄럼 방지장치를 한다.,지주부재와 수평면과의 기울기는 75° 이하로 한다.,말비계의 높이가 2m를 초과할 경우에는 작업발판의 폭을 30cm 이상으로 한다.,지주부재와 지주부재 사이를 고정시키는 보조부재를 설치한다.,3,EXAONE-4.0.1-32B,282,175,0,62.06,981.3,3.84,151,2,153,0.0,2,False,2,3.8416,0.066638,3.8e-08,0.1446,0.0001446,0.0454,4.54e-05,0.0587,5.87e-05,0.0405,4.05e-05,0.022914,0.029655,0.020479,17.019877159214925,0.0094457673398286,9.62563029272504e-06,36.930272998366625,0.036930272998366626,11.5846134063149,0.0115846134063149,14.992299721667223,0.014992299721667223,10.3533598703844,0.0103533598703844,5.852546692870288,7.574109819386281,5.2305174065181985,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-03T18:03:31,981.3141636000364,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,안전보건규칙 67조,107,"문제: 말비계를 조립하여 사용할 때의 준수사항으로 옳지 않은 것은?

선택지:
1. 지주부재의 하단에는 미끄럼 방지장치를 한다.
2. 지주부재와 수평면과의 기울기는 75° 이하로 한다.
3. 말비계의 높이가 2m를 초과할 경우에는 작업발판의 폭을 30cm 이상으로 한다.
4. 지주부재와 지주부재 사이를 고정시키는 보조부재를 설치한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
